t_ms i_pApF mV
409.600000000006 -1.4197099162805 -71.9970770415805
409.699999999997 -1.42965986461713 -71.9968218057717
409.800000000003 -1.44955976129038 -71.9965665699629
409.899999999994 -1.41473488457875 -71.9963113341541
410 -1.37493509123224 -71.9730848755539
410.100000000006 -1.379910122934 -71.972826352325
410.199999999997 -1.48935955463689 -71.9725678290962
410.300000000003 -1.44955976129038 -71.9723093058673
410.399999999994 -1.3948349879055 -71.9720507826384
410.5 -1.404785051309 -71.9717922594095
410.600000000006 -1.43960981295376 -71.9715337361807
410.699999999997 -1.48935955463689 -71.9712752129518
410.800000000003 -1.434634781252 -71.9710166897229
410.899999999994 -1.45950970962701 -71.970758166494
411 -1.42468483291538 -71.9472325526663
411.100000000006 -1.44458484465551 -71.946970659662
411.199999999997 -1.41473488457875 -71.9467087666577
411.300000000003 -1.43960981295376 -71.9464468736534
411.399999999994 -1.46448474132877 -71.9461849806491
411.5 -1.44458484465551 -71.9459230876447
411.600000000006 -1.38986007127062 -71.9456611946404
411.699999999997 -1.39981001960725 -71.9453993016361
411.800000000003 -1.49433458633865 -71.9451374086318
411.899999999994 -1.46945965796364 -71.9448755156275
412 -1.434634781252 -71.9210432522348
412.100000000006 -1.434634781252 -71.9207779040797
412.199999999997 -1.50925956637703 -71.9205125559247
412.300000000003 -1.434634781252 -71.9202472077697
412.399999999994 -1.45950970962701 -71.9199818596147
412.5 -1.45950970962701 -71.9197165114596
412.600000000006 -1.49433458633865 -71.9194511633046
412.699999999997 -1.4197099162805 -71.9191858151496
412.800000000003 -1.48438463800202 -71.9189204669945
412.899999999994 -1.50925956637703 -71.9186551188395
413 -1.46448474132877 -71.8945084367319
413.100000000006 -1.50428453467527 -71.8942395448875
413.199999999997 -1.39981001960725 -71.8939706530431
413.300000000003 -1.45453479299214 -71.8937017611987
413.399999999994 -1.44955976129038 -71.8934328693542
413.5 -1.45453479299214 -71.8931639775098
413.600000000006 -1.44458484465551 -71.8928950856654
413.699999999997 -1.49433458633865 -71.892626193821
413.800000000003 -1.48438463800202 -71.8923573019766
413.899999999994 -1.44458484465551 -71.8920884101322
414 -1.47443468966539 -71.8676192522905
414.100000000006 -1.434634781252 -71.8673467249027
414.199999999997 -1.48935955463689 -71.8670741975149
414.300000000003 -1.48935955463689 -71.8668016701272
414.399999999994 -1.45950970962701 -71.8665291427394
414.5 -1.46448474132877 -71.8662566153517
414.600000000006 -1.47443468966539 -71.8659840879639
414.699999999997 -1.46945965796364 -71.8657115605761
414.800000000003 -1.45453479299214 -71.8654390331884
414.899999999994 -1.44458484465551 -71.8651665058006
415 -1.42468483291538 -71.840366513514
415.100000000006 -1.44955976129038 -71.8400902552527
415.199999999997 -1.44458484465551 -71.8398139969914
415.300000000003 -1.47940960630027 -71.8395377387301
415.399999999994 -1.44955976129038 -71.8392614804688
415.5 -1.50428453467527 -71.8389852222076
415.600000000006 -1.45950970962701 -71.8387089639463
415.699999999997 -1.5142344830119 -71.838432705685
415.800000000003 -1.44955976129038 -71.8381564474237
415.899999999994 -1.51920951471366 -71.8378801891624
416 -1.45950970962701 -71.8127406873856
416.100000000006 -1.50428453467527 -71.8124605992738
416.199999999997 -1.50428453467527 -71.8121805111621
416.300000000003 -1.47443468966539 -71.8119004230504
416.399999999994 -1.48935955463689 -71.8116203349386
416.5 -1.45453479299214 -71.8113402468269
416.600000000006 -1.5142344830119 -71.8110601587152
416.699999999997 -1.46448474132877 -71.8107800706035
416.800000000003 -1.48935955463689 -71.8104999824917
416.899999999994 -1.48438463800202 -71.81021989438
417 -1.45453479299214 -71.7847318762127
417.100000000006 -1.46448474132877 -71.784447855446
417.199999999997 -1.48438463800202 -71.7841638346792
417.300000000003 -1.53413437968516 -71.7838798139124
417.399999999994 -1.52418443134853 -71.7835957931457
417.5 -1.5142344830119 -71.7833117723789
417.600000000006 -1.45453479299214 -71.7830277516122
417.699999999997 -1.55900930806016 -71.7827437308454
417.800000000003 -1.47940960630027 -71.7824597100787
417.899999999994 -1.54408432802178 -71.7821756893119
418 -1.48438463800202 -71.7563297995371
418.100000000006 -1.51920951471366 -71.756041739291
418.199999999997 -1.51920951471366 -71.755753679045
418.300000000003 -1.53413437968516 -71.755465618799
418.399999999994 -1.50428453467527 -71.755177558553
418.5 -1.48438463800202 -71.754889498307
418.600000000006 -1.46945965796364 -71.7546014380609
418.699999999997 -1.50428453467527 -71.7543133778149
418.800000000003 -1.50428453467527 -71.7540253175689
418.899999999994 -1.49433458633865 -71.7537372573229
419 -1.48935955463689 -71.7275237749353
419.100000000006 -1.53413437968516 -71.7272315641622
419.199999999997 -1.48438463800202 -71.7269393533892
419.300000000003 -1.52418443134853 -71.7266471426161
419.399999999994 -1.434634781252 -71.726354931843
419.5 -1.53910941138691 -71.72606272107
419.600000000006 -1.49930950297352 -71.7257705102969
419.699999999997 -1.55403427635841 -71.7254782995238
419.800000000003 -1.5142344830119 -71.7251860887508
419.899999999994 -1.49930950297352 -71.7248938779777
420 -1.47443468966539 -71.6983026976291
420.100000000006 -1.47443468966539 -71.6980062208409
420.199999999997 -1.53413437968516 -71.6977097440528
420.300000000003 -1.52915946305028 -71.6974132672647
420.399999999994 -1.54408432802178 -71.6971167904766
420.5 -1.5142344830119 -71.6968203136884
420.600000000006 -1.54905935972354 -71.6965238369003
420.699999999997 -1.50428453467527 -71.6962273601122
420.800000000003 -1.52915946305028 -71.695930883324
420.899999999994 -1.49930950297352 -71.6956344065359
421 -1.50428453467527 -71.6686550188162
421.100000000006 -1.50428453467527 -71.6683541558543
421.199999999997 -1.54408432802178 -71.6680532928924
421.300000000003 -1.46448474132877 -71.6677524299305
421.399999999994 -1.50925956637703 -71.6674515669686
421.5 -1.54408432802178 -71.6671507040067
421.600000000006 -1.47940960630027 -71.6668498410448
421.699999999997 -1.55403427635841 -71.6665489780828
421.800000000003 -1.48438463800202 -71.6662481151209
421.899999999994 -1.53413437968516 -71.665947252159
422 -1.48438463800202 -71.6385687226254
422.100000000006 -1.50428453467527 -71.638263348415
422.199999999997 -1.49433458633865 -71.6379579742047
422.300000000003 -1.55900930806016 -71.6376525999944
422.399999999994 -1.47443468966539 -71.6373472257841
422.5 -1.55900930806016 -71.6370418515737
422.600000000006 -1.49930950297352 -71.6367364773634
422.699999999997 -1.48438463800202 -71.6364311031531
422.800000000003 -1.47443468966539 -71.6361257289427
422.899999999994 -1.47940960630027 -71.6358203547324
423 -1.45453479299214 -71.6080313015923
423.100000000006 -1.5142344830119 -71.6077212858818
423.199999999997 -1.404785051309 -71.6074112701713
423.300000000003 -1.50925956637703 -71.6071012544607
423.399999999994 -1.46448474132877 -71.6067912387502
423.5 -1.47443468966539 -71.6064812230397
423.600000000006 -1.47443468966539 -71.6061712073292
423.699999999997 -1.50428453467527 -71.6058611916187
423.800000000003 -1.45950970962701 -71.6055511759082
423.899999999994 -1.5142344830119 -71.6052411601977
424 -1.43960981295376 -71.5770297305408
424.100000000006 -1.46448474132877 -71.5767149376229
424.199999999997 -1.48935955463689 -71.5764001447049
424.300000000003 -1.47940960630027 -71.576085351787
424.399999999994 -1.47443468966539 -71.575770558869
424.5 -1.48935955463689 -71.5754557659511
424.600000000006 -1.49930950297352 -71.5751409730331
424.699999999997 -1.44458484465551 -71.5748261801152
424.800000000003 -1.49433458633865 -71.5745113871972
424.899999999994 -1.44458484465551 -71.5741965942793
425 -1.48438463800202 -71.5455504387463
425.100000000006 -1.44955976129038 -71.5452307271613
425.199999999997 -1.44955976129038 -71.5449110155763
425.300000000003 -1.48438463800202 -71.5445913039913
425.399999999994 -1.41473488457875 -71.5442715924063
425.5 -1.42468483291538 -71.5439518808213
425.600000000006 -1.50925956637703 -71.5436321692363
425.699999999997 -1.47940960630027 -71.5433124576513
425.800000000003 -1.42468483291538 -71.5429927460663
425.899999999994 -1.44955976129038 -71.5426730344813
426 -1.46448474132877 -71.5135792802458
426.100000000006 -1.44955976129038 -71.5132545024648
426.199999999997 -1.46448474132877 -71.5129297246838
426.300000000003 -1.43960981295376 -71.5126049469028
426.399999999994 -1.40975996794388 -71.5122801691218
426.5 -1.46448474132877 -71.5119553913408
426.600000000006 -1.44955976129038 -71.5116306135598
426.699999999997 -1.4197099162805 -71.5113058357788
426.800000000003 -1.39981001960725 -71.5109810579978
426.899999999994 -1.404785051309 -71.5106562802168
427 -1.46448474132877 -71.4811015021458
427.100000000006 -1.43960981295376 -71.480771504232
427.199999999997 -1.44458484465551 -71.4804415063183
427.300000000003 -1.43960981295376 -71.4801115084045
427.399999999994 -1.4197099162805 -71.4797815104907
427.5 -1.42965986461713 -71.4794515125769
427.600000000006 -1.36001022626074 -71.4791215146631
427.699999999997 -1.45950970962701 -71.4787915167493
427.800000000003 -1.40975996794388 -71.4784615188355
427.899999999994 -1.38488503956887 -71.4781315209217
428 -1.4197099162805 -71.4481017107669
428.100000000006 -1.43960981295376 -71.4477663320137
428.199999999997 -1.434634781252 -71.4474309532605
428.300000000003 -1.4197099162805 -71.4470955745073
428.399999999994 -1.44458484465551 -71.4467601957541
428.5 -1.39981001960725 -71.4464248170009
428.600000000006 -1.43960981295376 -71.4460894382477
428.699999999997 -1.36996017459737 -71.4457540594945
428.800000000003 -1.39981001960725 -71.4454186807413
428.899999999994 -1.38986007127062 -71.4450833019881
429 -1.38986007127062 -71.4145638354472
429.100000000006 -1.41473488457875 -71.4142229079908
429.199999999997 -1.39981001960725 -71.4138819805345
429.300000000003 -1.45453479299214 -71.4135410530781
429.399999999994 -1.434634781252 -71.4132001256217
429.5 -1.434634781252 -71.4128591981654
429.600000000006 -1.404785051309 -71.412518270709
429.699999999997 -1.42965986461713 -71.4121773432526
429.800000000003 -1.48438463800202 -71.4118364157963
429.899999999994 -1.38986007127062 -71.4114954883399
430 -1.4197099162805 -71.380471089811
430.100000000006 -1.37493509123224 -71.3801244382158
430.199999999997 -1.46945965796364 -71.3797777866206
430.300000000003 -1.38986007127062 -71.3794311350254
430.399999999994 -1.434634781252 -71.3790844834302
430.5 -1.39981001960725 -71.3787378318349
430.600000000006 -1.48935955463689 -71.3783911802397
430.699999999997 -1.41473488457875 -71.3780445286445
430.800000000003 -1.47940960630027 -71.3776978770493
430.899999999994 -1.47443468966539 -71.3773512254541
431 -1.43960981295376 -71.345805930289
431.100000000006 -1.45453479299214 -71.3454533711027
431.199999999997 -1.40975996794388 -71.3451008119164
431.300000000003 -1.43960981295376 -71.34474825273
431.399999999994 -1.50428453467527 -71.3443956935437
431.5 -1.42468483291538 -71.3440431343573
431.600000000006 -1.45453479299214 -71.343690575171
431.699999999997 -1.41473488457875 -71.3433380159847
431.800000000003 -1.47443468966539 -71.3429854567983
431.899999999994 -1.39981001960725 -71.342632897612
432 -1.43960981295376 -71.3105500116551
432.100000000006 -1.50925956637703 -71.3101913529318
432.199999999997 -1.49930950297352 -71.3098326942085
432.300000000003 -1.39981001960725 -71.3094740354852
432.399999999994 -1.44458484465551 -71.3091153767619
432.5 -1.45453479299214 -71.3087567180386
432.600000000006 -1.47443468966539 -71.3083980593152
432.699999999997 -1.43960981295376 -71.3080394005919
432.800000000003 -1.46448474132877 -71.3076807418686
432.899999999994 -1.50428453467527 -71.3073220831453
433 -1.48935955463689 -71.2746841393241
433.100000000006 -1.45453479299214 -71.2743191801121
433.199999999997 -1.5142344830119 -71.2739542209001
433.300000000003 -1.52915946305028 -71.2735892616881
433.399999999994 -1.47443468966539 -71.2732243024761
433.5 -1.44458484465551 -71.2728593432641
433.600000000006 -1.43960981295376 -71.2724943840521
433.699999999997 -1.49930950297352 -71.2721294248401
433.800000000003 -1.49433458633865 -71.2717644656281
433.899999999994 -1.45950970962701 -71.2713995064161
434 -1.45453479299214 -71.2381882181242
434.100000000006 -1.48438463800202 -71.2378167479152
434.199999999997 -1.47940960630027 -71.2374452777063
434.300000000003 -1.45950970962701 -71.2370738074974
434.399999999994 -1.51920951471366 -71.2367023372885
434.5 -1.50428453467527 -71.2363308670796
434.600000000006 -1.54408432802178 -71.2359593968707
434.699999999997 -1.39981001960725 -71.2355879266618
434.800000000003 -1.52418443134853 -71.2352164564529
434.899999999994 -1.52418443134853 -71.234844986244
435 -1.45453479299214 -71.2010411972329
435.100000000006 -1.47940960630027 -71.2006629953699
435.199999999997 -1.55403427635841 -71.2002847935069
435.300000000003 -1.53413437968516 -71.1999065916438
435.399999999994 -1.52915946305028 -71.1995283897808
435.5 -1.50428453467527 -71.1991501879178
435.600000000006 -1.55403427635841 -71.1987719860547
435.699999999997 -1.45950970962701 -71.1983937841917
435.800000000003 -1.41473488457875 -71.1980155823287
435.899999999994 -1.53413437968516 -71.1976373804656
436 -1.45950970962701 -71.16322101093
436.100000000006 -1.46945965796364 -71.1628358459685
436.199999999997 -1.47443468966539 -71.1624506810071
436.300000000003 -1.49930950297352 -71.1620655160456
436.399999999994 -1.54408432802178 -71.1616803510842
436.5 -1.51920951471366 -71.1612951861227
436.600000000006 -1.50428453467527 -71.1609100211613
436.699999999997 -1.49433458633865 -71.1605248561998
436.800000000003 -1.53413437968516 -71.1601396912384
436.899999999994 -1.48438463800202 -71.1597545262769
437 -1.5142344830119 -71.124704514785
437.100000000006 -1.47443468966539 -71.1243121438057
437.199999999997 -1.47443468966539 -71.1239197728265
437.300000000003 -1.49930950297352 -71.1235274018472
437.399999999994 -1.49930950297352 -71.1231350308679
437.5 -1.50925956637703 -71.1227426598886
437.600000000006 -1.5142344830119 -71.1223502889093
437.699999999997 -1.49930950297352 -71.12195791793
437.800000000003 -1.51920951471366 -71.1215655469508
437.899999999994 -1.47443468966539 -71.1211731759715
438 -1.45950970962701 -71.0854674168569
438.100000000006 -1.45950970962701 -71.0850675847226
438.199999999997 -1.49930950297352 -71.0846677525884
438.300000000003 -1.54408432802178 -71.0842679204542
438.399999999994 -1.53910941138691 -71.08386808832
438.5 -1.56895925639679 -71.0834682561858
438.600000000006 -1.58388423643517 -71.0830684240515
438.699999999997 -1.53910941138691 -71.0826685919173
438.800000000003 -1.55403427635841 -71.0822687597831
438.899999999994 -1.54408432802178 -71.0818689276489
439 -1.57393417303166 -71.0454842034349
439.100000000006 -1.52915946305028 -71.0450766419886
439.199999999997 -1.58388423643517 -71.0446690805422
439.300000000003 -1.56895925639679 -71.0442615190959
439.399999999994 -1.55403427635841 -71.0438539576496
439.5 -1.49930950297352 -71.0434463962032
439.600000000006 -1.55403427635841 -71.0430388347569
439.699999999997 -1.56895925639679 -71.0426312733106
439.800000000003 -1.48438463800202 -71.0422237118642
439.899999999994 -1.53910941138691 -71.0418161504179
440 -1.60378413310843 -71.0047280588013
440.100000000006 -1.48935955463689 -71.0043124859977
440.199999999997 -1.60378413310843 -71.003896913194
440.300000000003 -1.55900930806016 -71.0034813403903
440.399999999994 -1.59880910140667 -71.0030657675866
440.5 -1.57393417303166 -71.002650194783
440.600000000006 -1.56398422469504 -71.0022346219793
440.699999999997 -1.5938341847718 -71.0018190491756
440.800000000003 -1.47940960630027 -71.0014034763719
440.899999999994 -1.48438463800202 -71.0009879035682
441 -1.57890920473342 -70.9631707784335
441.100000000006 -1.55403427635841 -70.9627468973992
441.199999999997 -1.56398422469504 -70.9623230163648
441.300000000003 -1.61373408144505 -70.9618991353305
441.399999999994 -1.56895925639679 -70.9614752542962
441.5 -1.54905935972354 -70.9610513732619
441.600000000006 -1.57890920473342 -70.9606274922275
441.699999999997 -1.53413437968516 -70.9602036111932
441.800000000003 -1.56398422469504 -70.9597797301589
441.899999999994 -1.55900930806016 -70.9593558491246
442 -1.54905935972354 -70.9207826750008
442.100000000006 -1.49930950297352 -70.9203501730152
442.199999999997 -1.58388423643517 -70.9199176710295
442.300000000003 -1.53413437968516 -70.9194851690438
442.399999999994 -1.48935955463689 -70.9190526670582
442.5 -1.50925956637703 -70.9186201650725
442.600000000006 -1.5142344830119 -70.9181876630869
442.699999999997 -1.53413437968516 -70.9177551611012
442.800000000003 -1.5142344830119 -70.9173226591156
442.899999999994 -1.52915946305028 -70.9168901571299
443 -1.50428453467527 -70.8775324764349
443.100000000006 -1.5142344830119 -70.8770910238232
443.199999999997 -1.51920951471366 -70.8766495712115
443.300000000003 -1.49433458633865 -70.8762081185998
443.399999999994 -1.50428453467527 -70.8757666659881
443.5 -1.48438463800202 -70.8753252133764
443.600000000006 -1.48438463800202 -70.8748837607647
443.699999999997 -1.48935955463689 -70.874442308153
443.800000000003 -1.47940960630027 -70.8740008555413
443.899999999994 -1.48438463800202 -70.8735594029296
444 -1.44458484465551 -70.8333872152656
444.100000000006 -1.52915946305028 -70.8329364641962
444.199999999997 -1.50428453467527 -70.8324857131267
444.300000000003 -1.47443468966539 -70.8320349620573
444.399999999994 -1.49930950297352 -70.8315842109879
444.5 -1.48935955463689 -70.8311334599184
444.600000000006 -1.49433458633865 -70.830682708849
444.699999999997 -1.45950970962701 -70.8302319577795
444.800000000003 -1.45950970962701 -70.8297812067101
444.899999999994 -1.46945965796364 -70.8293304556407
445 -1.45453479299214 -70.7883121083218
445.100000000006 -1.45950970962701 -70.7878516914964
445.199999999997 -1.52418443134853 -70.787391274671
445.300000000003 -1.47940960630027 -70.7869308578456
445.399999999994 -1.45950970962701 -70.7864704410202
445.5 -1.45453479299214 -70.7860100241948
445.600000000006 -1.51920951471366 -70.7855496073694
445.699999999997 -1.50428453467527 -70.785089190544
445.800000000003 -1.50428453467527 -70.7846287737186
445.899999999994 -1.44955976129038 -70.7841683568932
446 -1.47940960630027 -70.742270425782
446.100000000006 -1.44955976129038 -70.7417999550086
446.199999999997 -1.50428453467527 -70.7413294842352
446.300000000003 -1.50925956637703 -70.7408590134617
446.399999999994 -1.434634781252 -70.7403885426883
446.5 -1.52915946305028 -70.7399180719149
446.600000000006 -1.434634781252 -70.7394476011414
446.699999999997 -1.47443468966539 -70.738977130368
446.800000000003 -1.46945965796364 -70.7385066595945
446.899999999994 -1.41473488457875 -70.7380361888211
447 -1.48438463800202 -70.6952233484382
447.100000000006 -1.51920951471366 -70.6947424130727
447.199999999997 -1.47940960630027 -70.6942614777072
447.300000000003 -1.45453479299214 -70.6937805423417
447.399999999994 -1.434634781252 -70.6932996069762
447.5 -1.48438463800202 -70.6928186716107
447.600000000006 -1.44458484465551 -70.6923377362451
447.699999999997 -1.48935955463689 -70.6918568008796
447.800000000003 -1.42468483291538 -70.6913758655142
447.899999999994 -1.47940960630027 -70.6908949301487
448 -1.44955976129038 -70.647129811888
448.100000000006 -1.41473488457875 -70.6466379771313
448.199999999997 -1.42965986461713 -70.6461461423745
448.300000000003 -1.47940960630027 -70.6456543076177
448.399999999994 -1.43960981295376 -70.645162472861
448.5 -1.44458484465551 -70.6446706381042
448.600000000006 -1.41473488457875 -70.6441788033475
448.699999999997 -1.42468483291538 -70.6436869685907
448.800000000003 -1.46448474132877 -70.643195133834
448.899999999994 -1.46448474132877 -70.6427032990772
449 -1.4197099162805 -70.5979463362122
449.100000000006 -1.50925956637703 -70.597443141245
449.199999999997 -1.45950970962701 -70.5969399462779
449.300000000003 -1.45950970962701 -70.5964367513108
449.399999999994 -1.47443468966539 -70.5959335563436
449.5 -1.44955976129038 -70.5954303613765
449.600000000006 -1.45453479299214 -70.5949271664093
449.699999999997 -1.49930950297352 -70.5944239714422
449.800000000003 -1.44458484465551 -70.593920776475
449.899999999994 -1.49930950297352 -70.5934175815079
450 -1.45453479299214 -70.5476268394976
450.100000000006 -1.44955976129038 -70.5471117954361
450.199999999997 -1.46448474132877 -70.5465967513747
450.300000000003 -1.48935955463689 -70.5460817073133
450.399999999994 -1.50925956637703 -70.5455666632518
450.5 -1.49930950297352 -70.5450516191904
450.600000000006 -1.47443468966539 -70.544536575129
450.699999999997 -1.48935955463689 -70.5440215310675
450.800000000003 -1.44458484465551 -70.5435064870061
450.899999999994 -1.42468483291538 -70.5429914429447
451 -1.45453479299214 -70.4961224333545
451.100000000006 -1.42965986461713 -70.4955950210042
451.199999999997 -1.49433458633865 -70.4950676086539
451.300000000003 -1.53413437968516 -70.4945401963035
451.399999999994 -1.46945965796364 -70.4940127839532
451.5 -1.48438463800202 -70.4934853716029
451.600000000006 -1.47443468966539 -70.4929579592526
451.699999999997 -1.50428453467527 -70.4924305469023
451.800000000003 -1.43960981295376 -70.491903134552
451.899999999994 -1.46448474132877 -70.4913757222016
452 -1.49433458633865 -70.443381198323
452.100000000006 -1.49433458633865 -70.4428408657074
452.199999999997 -1.51920951471366 -70.4423005330919
452.300000000003 -1.50925956637703 -70.4417602004764
452.399999999994 -1.51920951471366 -70.4412198678609
452.5 -1.46945965796364 -70.4406795352453
452.600000000006 -1.49433458633865 -70.4401392026298
452.699999999997 -1.434634781252 -70.4395988700143
452.800000000003 -1.50925956637703 -70.4390585373988
452.899999999994 -1.42965986461713 -70.4385182047833
453 -1.47940960630027 -70.3893479367708
453.100000000006 -1.56895925639679 -70.3887940964086
453.199999999997 -1.50925956637703 -70.3882402560464
453.300000000003 -1.45453479299214 -70.3876864156842
453.399999999994 -1.46945965796364 -70.387132575322
453.5 -1.43960981295376 -70.3865787349598
453.600000000006 -1.48438463800202 -70.3860248945976
453.699999999997 -1.5142344830119 -70.3854710542354
453.800000000003 -1.434634781252 -70.3849172138732
453.899999999994 -1.49930950297352 -70.384363373511
454 -1.42965986461713 -70.3339639005507
454.100000000006 -1.50428453467527 -70.3333959264481
454.199999999997 -1.46945965796364 -70.3328279523455
454.300000000003 -1.51920951471366 -70.3322599782429
454.399999999994 -1.49433458633865 -70.3316920041403
454.5 -1.47940960630027 -70.3311240300376
454.600000000006 -1.48438463800202 -70.330556055935
454.699999999997 -1.50925956637703 -70.3299880818324
454.800000000003 -1.46945965796364 -70.3294201077298
454.899999999994 -1.45950970962701 -70.3288521336272
455 -1.44955976129038 -70.2771664902894
455.100000000006 -1.44458484465551 -70.2765837146137
455.199999999997 -1.50428453467527 -70.2760009389381
455.300000000003 -1.47940960630027 -70.2754181632624
455.399999999994 -1.45950970962701 -70.2748353875867
455.5 -1.42468483291538 -70.2742526119111
455.600000000006 -1.44955976129038 -70.2736698362354
455.699999999997 -1.48935955463689 -70.2730870605598
455.800000000003 -1.42965986461713 -70.2725042848841
455.899999999994 -1.43960981295376 -70.2719215092084
456 -1.42965986461713 -70.218888922723
456.100000000006 -1.40975996794388 -70.2182906321153
456.199999999997 -1.3948349879055 -70.2176923415077
456.300000000003 -1.46448474132877 -70.2170940509
456.399999999994 -1.434634781252 -70.2164957602923
456.5 -1.46448474132877 -70.2158974696847
456.600000000006 -1.45950970962701 -70.215299179077
456.699999999997 -1.44955976129038 -70.2147008884693
456.800000000003 -1.379910122934 -70.2141025978617
456.899999999994 -1.43960981295376 -70.213504307254
457 -1.37493509123224 -70.1590598619563
457.100000000006 -1.38986007127062 -70.1584452934357
457.199999999997 -1.44458484465551 -70.1578307249151
457.300000000003 -1.434634781252 -70.1572161563944
457.399999999994 -1.404785051309 -70.1566015878738
457.5 -1.42468483291538 -70.1559870193532
457.600000000006 -1.43960981295376 -70.1553724508325
457.699999999997 -1.3948349879055 -70.1547578823119
457.800000000003 -1.41473488457875 -70.1541433137913
457.899999999994 -1.4197099162805 -70.1535287452706
458 -1.36996017459737 -70.0976030098933
458.100000000006 -1.4197099162805 -70.0969713462978
458.199999999997 -1.43960981295376 -70.0963396827022
458.300000000003 -1.46448474132877 -70.0957080191067
458.399999999994 -1.36996017459737 -70.0950763555112
458.5 -1.43960981295376 -70.0944446919157
458.600000000006 -1.39981001960725 -70.0938130283202
458.699999999997 -1.39981001960725 -70.0931813647247
458.800000000003 -1.45950970962701 -70.0925497011292
458.899999999994 -1.434634781252 -70.0919180375337
459 -1.379910122934 -70.034436650342
459.100000000006 -1.36001022626074 -70.0337870152427
459.199999999997 -1.46945965796364 -70.0331373801435
459.300000000003 -1.404785051309 -70.0324877450443
459.399999999994 -1.45453479299214 -70.0318381099451
459.5 -1.41473488457875 -70.0311884748459
459.600000000006 -1.45453479299214 -70.0305388397467
459.699999999997 -1.379910122934 -70.0298892046475
459.800000000003 -1.39981001960725 -70.0292395695483
459.899999999994 -1.37493509123224 -70.0285899344491
460 -1.39981001960725 -69.9694731404211
460.100000000006 -1.404785051309 -69.9688045924354
460.199999999997 -1.49433458633865 -69.9681360444497
460.300000000003 -1.50925956637703 -69.967467496464
460.399999999994 -1.43960981295376 -69.9667989484783
460.5 -1.44458484465551 -69.9661304004926
460.600000000006 -1.48935955463689 -69.9654618525069
460.699999999997 -1.46448474132877 -69.9647933045212
460.800000000003 -1.46448474132877 -69.9641247565355
460.899999999994 -1.45453479299214 -69.9634562085498
461 -1.45950970962701 -69.9026183418514
461.100000000006 -1.4197099162805 -69.9019298682677
461.199999999997 -1.48935955463689 -69.9012413946839
461.300000000003 -1.49433458633865 -69.9005529211002
461.399999999994 -1.46448474132877 -69.8998644475164
461.5 -1.46945965796364 -69.8991759739327
461.600000000006 -1.45453479299214 -69.8984875003489
461.699999999997 -1.434634781252 -69.8977990267652
461.800000000003 -1.48935955463689 -69.8971105531814
461.899999999994 -1.42965986461713 -69.8964220795977
462 -1.39981001960725 -69.8337709834766
462.100000000006 -1.53413437968516 -69.8330614930906
462.199999999997 -1.48935955463689 -69.8323520027046
462.300000000003 -1.46448474132877 -69.8316425123186
462.399999999994 -1.50428453467527 -69.8309330219325
462.5 -1.49930950297352 -69.8302235315465
462.600000000006 -1.45453479299214 -69.8295140411605
462.699999999997 -1.43960981295376 -69.8288045507745
462.800000000003 -1.47443468966539 -69.8280950603885
462.899999999994 -1.434634781252 -69.8273855700025
463 -1.47940960630027 -69.762821944875
463.100000000006 -1.41473488457875 -69.7620902599178
463.199999999997 -1.46448474132877 -69.7613585749605
463.300000000003 -1.44458484465551 -69.7606268900032
463.399999999994 -1.46448474132877 -69.7598952050458
463.5 -1.47940960630027 -69.7591635200886
463.600000000006 -1.48935955463689 -69.7584318351313
463.699999999997 -1.42468483291538 -69.757700150174
463.800000000003 -1.47443468966539 -69.7569684652167
463.899999999994 -1.45453479299214 -69.7562367802594
464 -1.4197099162805 -69.6896534491455
464.100000000006 -1.50925956637703 -69.6888982961622
464.199999999997 -1.49930950297352 -69.6881431431788
464.300000000003 -1.46448474132877 -69.6873879901954
464.399999999994 -1.47940960630027 -69.686632837212
464.5 -1.434634781252 -69.6858776842286
464.600000000006 -1.46945965796364 -69.6851225312452
464.699999999997 -1.44458484465551 -69.6843673782618
464.800000000003 -1.43960981295376 -69.6836122252784
464.899999999994 -1.47443468966539 -69.682857072295
465 -1.4197099162805 -69.6141381508061
465.100000000006 -1.47940960630027 -69.6133581503196
465.199999999997 -1.44955976129038 -69.612578149833
465.300000000003 -1.42468483291538 -69.6117981493465
465.399999999994 -1.46448474132877 -69.6110181488599
465.5 -1.44458484465551 -69.6102381483734
465.600000000006 -1.47940960630027 -69.6094581478868
465.699999999997 -1.42965986461713 -69.6086781474002
465.800000000003 -1.4197099162805 -69.6078981469137
465.899999999994 -1.42965986461713 -69.6071181464271
466 -1.42965986461713 -69.5361381021505
466.100000000006 -1.46945965796364 -69.5353317569115
466.199999999997 -1.49433458633865 -69.5345254116725
466.300000000003 -1.40975996794388 -69.5337190664335
466.399999999994 -1.39981001960725 -69.5329127211945
466.5 -1.45453479299214 -69.5321063759556
466.600000000006 -1.4197099162805 -69.5313000307166
466.699999999997 -1.41473488457875 -69.5304936854776
466.800000000003 -1.379910122934 -69.5296873402386
466.899999999994 -1.41473488457875 -69.5288809949996
467 -1.38488503956887 -69.4555035782517
467.100000000006 -1.39981001960725 -69.4546692598387
467.199999999997 -1.48438463800202 -69.4538349414256
467.300000000003 -1.47940960630027 -69.4530006230126
467.399999999994 -1.40975996794388 -69.4521663045996
467.5 -1.42468483291538 -69.4513319861865
467.600000000006 -1.42468483291538 -69.4504976677735
